TEAM,CONF,YEAR,G,W,WIN_RATE,WAB,MADE_TOURNAMENT,SEED,POSTSEASON,Predicted_Tournament_Probability,Predicted_Made_Tournament,Prediction,Actual,Correct
UCF,Amer,2016,30,12,0.4,-10.1,0,,,0.0055,0,Miss March Madness,Missed March Madness,True
Arkansas Pine Bluff,SWAC,2016,33,8,0.2424,-17.8,0,,,0.0055,0,Miss March Madness,Missed March Madness,True
Northern Kentucky,Horz,2016,28,7,0.25,-14.0,0,,,0.0055,0,Miss March Madness,Missed March Madness,True
Miami OH,MAC,2016,32,12,0.375,-13.4,0,,,0.0055,0,Miss March Madness,Missed March Madness,True
Bradley,MVC,2016,31,4,0.129,-17.7,0,,,0.0054,0,Miss March Madness,Missed March Madness,True
La Salle,A10,2016,30,8,0.2667,-12.6,0,,,0.0054,0,Miss March Madness,Missed March Madness,True
Quinnipiac,MAAC,2016,30,9,0.3,-16.7,0,,,0.0054,0,Miss March Madness,Missed March Madness,True
Charleston Southern,BSth,2016,27,6,0.2222,-15.5,0,,,0.0053,0,Miss March Madness,Missed March Madness,True
Delaware St.,MEAC,2016,30,5,0.1667,-20.0,0,,,0.0052,0,Miss March Madness,Missed March Madness,True
Missouri St.,MVC,2016,31,12,0.3871,-10.6,0,,,0.0052,0,Miss March Madness,Missed March Madness,True
VMI,SC,2016,27,6,0.2222,-16.1,0,,,0.0051,0,Miss March Madness,Missed March Madness,True
Chicago St.,WAC,2016,29,1,0.0345,-21.2,0,,,0.005,0,Miss March Madness,Missed March Madness,True
Mississippi St.,SEC,2016,31,14,0.4516,-6.2,0,,,0.0049,0,Miss March Madness,Missed March Madness,True
Loyola Chicago,MVC,2016,31,14,0.4516,-9.3,0,,,0.0049,0,Miss March Madness,Missed March Madness,True
USC Upstate,ASun,2016,28,7,0.25,-16.2,0,,,0.0049,0,Miss March Madness,Missed March Madness,True
Cornell,Ivy,2016,27,9,0.3333,-11.6,0,,,0.0044,0,Miss March Madness,Missed March Madness,True
Maine,AE,2016,30,8,0.2667,-17.4,0,,,0.0043,0,Miss March Madness,Missed March Madness,True
Georgetown,BE,2016,33,15,0.4545,-4.2,0,,,0.0043,0,Miss March Madness,Missed March Madness,True
Northwestern St.,Slnd,2016,24,5,0.2083,-14.4,0,,,0.0043,0,Miss March Madness,Missed March Madness,True
Lipscomb,ASun,2016,31,10,0.3226,-16.0,0,,,0.0042,0,Miss March Madness,Missed March Madness,True
Arkansas St.,SB,2016,29,9,0.3103,-13.9,0,,,0.0041,0,Miss March Madness,Missed March Madness,True
UTSA,CUSA,2016,30,4,0.1333,-20.4,0,,,0.0039,0,Miss March Madness,Missed March Madness,True
Boston College,ACC,2016,32,7,0.2188,-12.2,0,,,0.0039,0,Miss March Madness,Missed March Madness,True
Wisconsin,B10,2015,40,36,0.9,11.3,1,1.0,2ND,0.993,1,Make March Madness,Made March Madness,True
Villanova,BE,2015,36,33,0.9167,11.3,1,1.0,R32,0.9918,1,Make March Madness,Made March Madness,True
Gonzaga,WCC,2015,37,34,0.9189,7.8,1,2.0,E8,0.9916,1,Make March Madness,Made March Madness,True
Kentucky,SEC,2015,39,38,0.9744,13.1,1,1.0,F4,0.9916,1,Make March Madness,Made March Madness,True
Arizona,P12,2015,38,34,0.8947,9.0,1,2.0,E8,0.9914,1,Make March Madness,Made March Madness,True
Duke,ACC,2015,39,35,0.8974,10.7,1,1.0,Champions,0.9913,1,Make March Madness,Made March Madness,True
Northern Iowa,MVC,2015,35,31,0.8857,5.3,1,5.0,R32,0.9907,1,Make March Madness,Made March Madness,True
Butler,BE,2015,34,23,0.6765,3.5,1,6.0,R32,0.9904,1,Make March Madness,Made March Madness,True
Michigan St.,B10,2015,39,27,0.6923,3.0,1,7.0,F4,0.9896,1,Make March Madness,Made March Madness,True
Ohio St.,B10,2015,35,24,0.6857,2.5,1,10.0,R32,0.9884,1,Make March Madness,Made March Madness,True
Notre Dame,ACC,2015,38,32,0.8421,8.6,1,3.0,E8,0.9882,1,Make March Madness,Made March Madness,True
Iowa St.,B12,2015,34,25,0.7353,7.0,1,3.0,R64,0.9876,1,Make March Madness,Made March Madness,True
Baylor,B12,2015,33,23,0.697,5.0,1,3.0,R64,0.9854,1,Make March Madness,Made March Madness,True
Iowa,B10,2015,34,22,0.6471,2.1,1,7.0,R32,0.9844,1,Make March Madness,Made March Madness,True
Virginia,ACC,2015,34,30,0.8824,10.0,1,2.0,R32,0.9826,1,Make March Madness,Made March Madness,True
Arkansas,SEC,2015,36,27,0.75,3.9,1,5.0,R32,0.9819,1,Make March Madness,Made March Madness,True
Utah,P12,2015,34,25,0.7353,3.7,1,5.0,S16,0.9807,1,Make March Madness,Made March Madness,True
Wichita St.,MVC,2015,34,29,0.8529,4.2,1,7.0,S16,0.9806,1,Make March Madness,Made March Madness,True
Maryland,B10,2015,35,28,0.8,6.9,1,4.0,R32,0.9799,1,Make March Madness,Made March Madness,True
Oklahoma,B12,2015,35,24,0.6857,4.5,1,3.0,S16,0.9792,1,Make March Madness,Made March Madness,True
SMU,Amer,2015,33,26,0.7879,3.1,1,6.0,R64,0.9766,1,Make March Madness,Made March Madness,True
Kansas,B12,2015,36,27,0.75,9.0,1,2.0,R32,0.9757,1,Make March Madness,Made March Madness,True
Dayton,A10,2015,36,27,0.75,0.8,1,11.0,R32,0.9749,1,Make March Madness,Made March Madness,True
St. John's,BE,2015,32,20,0.625,2.3,1,9.0,R64,0.9748,1,Make March Madness,Made March Madness,True
Georgetown,BE,2015,33,22,0.6667,3.7,1,4.0,R32,0.9734,1,Make March Madness,Made March Madness,True
Louisville,ACC,2015,36,27,0.75,5.8,1,4.0,E8,0.9733,1,Make March Madness,Made March Madness,True
Providence,BE,2015,34,22,0.6471,3.7,1,6.0,R64,0.9731,1,Make March Madness,Made March Madness,True
West Virginia,B12,2015,35,25,0.7143,4.1,1,5.0,S16,0.9722,1,Make March Madness,Made March Madness,True
BYU,WCC,2015,33,23,0.697,0.8,1,11.0,R68,0.9709,1,Make March Madness,Made March Madness,True
North Carolina,ACC,2015,38,26,0.6842,6.5,1,4.0,S16,0.9693,1,Make March Madness,Made March Madness,True
VCU,A10,2015,36,26,0.7222,3.0,1,7.0,R64,0.9637,1,Make March Madness,Made March Madness,True
Georgia,SEC,2015,33,21,0.6364,1.6,1,10.0,R64,0.9569,1,Make March Madness,Made March Madness,True
Oregon,P12,2015,35,25,0.7143,3.0,1,8.0,R32,0.9557,1,Make March Madness,Made March Madness,True
North Carolina St.,ACC,2015,36,22,0.6111,1.1,1,8.0,S16,0.9393,1,Make March Madness,Made March Madness,True
Miami FL,ACC,2015,38,25,0.6579,0.7,0,,,0.935,1,Make March Madness,Missed March Madness,False
Xavier,BE,2015,37,23,0.6216,1.3,1,6.0,S16,0.93,1,Make March Madness,Made March Madness,True
San Diego St.,MWC,2015,35,26,0.7429,1.3,1,8.0,R32,0.9267,1,Make March Madness,Made March Madness,True
Purdue,B10,2015,34,21,0.6176,1.0,1,9.0,R64,0.9062,1,Make March Madness,Made March Madness,True
Stephen F. Austin,Slnd,2015,31,26,0.8387,1.2,1,12.0,R64,0.9016,1,Make March Madness,Made March Madness,True
Davidson,A10,2015,31,23,0.7419,1.7,1,10.0,R64,0.9013,1,Make March Madness,Made March Madness,True
Texas,B12,2015,34,20,0.5882,0.9,1,11.0,R64,0.895,1,Make March Madness,Made March Madness,True
Boise St.,MWC,2015,32,23,0.7188,0.2,1,11.0,R68,0.8865,1,Make March Madness,Made March Madness,True
Wofford,SC,2015,33,26,0.7879,0.2,1,12.0,R64,0.7941,1,Make March Madness,Made March Madness,True
Colorado St.,MWC,2015,33,26,0.7879,1.2,0,,,0.7871,1,Make March Madness,Missed March Madness,False
Oklahoma St.,B12,2015,31,17,0.5484,0.2,1,9.0,R64,0.6703,1,Make March Madness,Made March Madness,True
Murray St.,OVC,2015,33,27,0.8182,0.0,0,,,0.616,1,Make March Madness,Missed March Madness,False
LSU,SEC,2015,33,22,0.6667,0.5,1,9.0,R64,0.5972,1,Make March Madness,Made March Madness,True
UCLA,P12,2015,36,22,0.6111,0.0,1,11.0,S16,0.5604,1,Make March Madness,Made March Madness,True
Tulsa,Amer,2015,33,23,0.697,-0.4,0,,,0.5506,1,Make March Madness,Missed March Madness,False
Valparaiso,Horz,2015,31,25,0.8065,0.1,1,13.0,R64,0.5424,1,Make March Madness,Made March Madness,True
Indiana,B10,2015,34,20,0.5882,-0.3,1,10.0,R64,0.5317,1,Make March Madness,Made March Madness,True
Iona,MAAC,2015,35,26,0.7429,-2.1,0,,,0.4955,0,Miss March Madness,Missed March Madness,True
Stanford,P12,2015,37,24,0.6486,-1.1,0,,,0.4934,0,Miss March Madness,Missed March Madness,True
Cincinnati,Amer,2015,34,23,0.6765,-1.3,1,8.0,R32,0.4731,0,Miss March Madness,Made March Madness,False
Albany,AE,2015,33,24,0.7273,-3.3,1,14.0,R64,0.4631,0,Miss March Madness,Made March Madness,False
Buffalo,MAC,2015,33,23,0.697,-1.3,1,12.0,R64,0.4495,0,Miss March Madness,Made March Madness,False
Eastern Washington,BSky,2015,32,23,0.7188,-2.6,1,13.0,R64,0.4236,0,Miss March Madness,Made March Madness,False
New Mexico St.,WAC,2015,32,21,0.6562,-4.5,1,15.0,R64,0.3933,0,Miss March Madness,Made March Madness,False
Harvard,Ivy,2015,28,20,0.7143,-1.3,1,13.0,R64,0.3738,0,Miss March Madness,Made March Madness,False
Northeastern,CAA,2015,35,23,0.6571,-4.6,1,14.0,R64,0.3644,0,Miss March Madness,Made March Madness,False
Manhattan,MAAC,2015,33,19,0.5758,-7.6,1,16.0,R68,0.3588,0,Miss March Madness,Made March Madness,False
Texas Southern,SWAC,2015,35,22,0.6286,-4.5,1,15.0,R64,0.3476,0,Miss March Madness,Made March Madness,False
Coastal Carolina,BSth,2015,30,20,0.6667,-5.1,1,16.0,R64,0.3397,0,Miss March Madness,Made March Madness,False
Temple,Amer,2015,37,26,0.7027,-0.4,0,,,0.3395,0,Miss March Madness,Missed March Madness,True
UC Davis,BW,2015,30,23,0.7667,-1.0,0,,,0.3332,0,Miss March Madness,Missed March Madness,True
Mississippi,SEC,2015,34,21,0.6176,-0.5,1,11.0,R64,0.3182,0,Miss March Madness,Made March Madness,False
Rhode Island,A10,2015,32,22,0.6875,-1.1,0,,,0.2956,0,Miss March Madness,Missed March Madness,True
Georgia St.,SB,2015,34,24,0.7059,-3.0,1,14.0,R32,0.2939,0,Miss March Madness,Made March Madness,False
Texas A&M,SEC,2015,33,21,0.6364,-0.4,0,,,0.2909,0,Miss March Madness,Missed March Madness,True
Old Dominion,CUSA,2015,35,27,0.7714,-1.3,0,,,0.2883,0,Miss March Madness,Missed March Madness,True
Saint Mary's,WCC,2015,30,20,0.6667,-0.8,0,,,0.2867,0,Miss March Madness,Missed March Madness,True
North Dakota St.,Sum,2015,31,21,0.6774,-3.9,1,15.0,R64,0.282,0,Miss March Madness,Made March Madness,False
Lafayette,Pat,2015,32,19,0.5938,-7.1,1,16.0,R64,0.2406,0,Miss March Madness,Made March Madness,False
Robert Morris,NEC,2015,35,20,0.5714,-8.6,1,16.0,R64,0.2376,0,Miss March Madness,Made March Madness,False
High Point,BSth,2015,30,20,0.6667,-3.9,0,,,0.2257,0,Miss March Madness,Missed March Madness,True
Evansville,MVC,2015,35,23,0.6571,-4.7,0,,,0.2257,0,Miss March Madness,Missed March Madness,True
Sacramento St.,BSky,2015,31,19,0.6129,-6.8,0,,,0.2063,0,Miss March Madness,Missed March Madness,True
Wyoming,MWC,2015,33,23,0.697,-1.6,1,12.0,R64,0.2024,0,Miss March Madness,Made March Madness,False
Green Bay,Horz,2015,31,22,0.7097,-1.1,0,,,0.1986,0,Miss March Madness,Missed March Madness,True
Yale,Ivy,2015,30,20,0.6667,-3.0,0,,,0.1935,0,Miss March Madness,Missed March Madness,True
Loyola Chicago,MVC,2015,35,22,0.6286,-4.7,0,,,0.1797,0,Miss March Madness,Missed March Madness,True
Illinois,B10,2015,33,19,0.5758,-0.6,0,,,0.1762,0,Miss March Madness,Missed March Madness,True
Louisiana Tech,CUSA,2015,35,26,0.7429,-1.7,0,,,0.1735,0,Miss March Madness,Missed March Madness,True
Vanderbilt,SEC,2015,34,20,0.5882,-2.5,0,,,0.1669,0,Miss March Madness,Missed March Madness,True
Kent St.,MAC,2015,34,22,0.6471,-4.7,0,,,0.163,0,Miss March Madness,Missed March Madness,True
South Dakota St.,Sum,2015,33,22,0.6667,-4.7,0,,,0.1608,0,Miss March Madness,Missed March Madness,True
Central Michigan,MAC,2015,29,20,0.6897,-2.6,0,,,0.1598,0,Miss March Madness,Missed March Madness,True
North Florida,ASun,2015,32,20,0.625,-5.1,1,16.0,R68,0.1565,0,Miss March Madness,Made March Madness,False
USC Upstate,ASun,2015,32,20,0.625,-6.8,0,,,0.1473,0,Miss March Madness,Missed March Madness,True
Syracuse,ACC,2015,31,18,0.5806,-0.3,0,,,0.144,0,Miss March Madness,Missed March Madness,True
Hofstra,CAA,2015,34,20,0.5882,-8.3,0,,,0.1438,0,Miss March Madness,Missed March Madness,True
UC Irvine,BW,2015,32,19,0.5938,-4.6,1,13.0,R64,0.1434,0,Miss March Madness,Made March Madness,False
Richmond,A10,2015,35,21,0.6,-3.5,0,,,0.1402,0,Miss March Madness,Missed March Madness,True
James Madison,CAA,2015,33,19,0.5758,-7.2,0,,,0.138,0,Miss March Madness,Missed March Madness,True
Sam Houston St.,Slnd,2015,31,22,0.7097,-3.4,0,,,0.1377,0,Miss March Madness,Missed March Madness,True
Eastern Kentucky,OVC,2015,31,19,0.6129,-5.5,0,,,0.1372,0,Miss March Madness,Missed March Madness,True
Northern Arizona,BSky,2015,37,22,0.5946,-8.6,0,,,0.1324,0,Miss March Madness,Missed March Madness,True
Tennessee Martin,OVC,2015,32,19,0.5938,-6.8,0,,,0.1315,0,Miss March Madness,Missed March Madness,True
Georgia Southern,SB,2015,28,19,0.6786,-4.6,0,,,0.1276,0,Miss March Madness,Missed March Madness,True
Maryland Eastern Shore,MEAC,2015,33,18,0.5455,-8.7,0,,,0.1195,0,Miss March Madness,Missed March Madness,True
Radford,BSth,2015,31,19,0.6129,-6.3,0,,,0.1187,0,Miss March Madness,Missed March Madness,True
Florida Gulf Coast,ASun,2015,30,19,0.6333,-5.1,0,,,0.1139,0,Miss March Madness,Missed March Madness,True
Texas A&M Corpus Chris,Slnd,2015,32,18,0.5625,-8.8,0,,,0.1088,0,Miss March Madness,Missed March Madness,True
Rider,MAAC,2015,33,21,0.6364,-5.4,0,,,0.1088,0,Miss March Madness,Missed March Madness,True
St. Francis NY,NEC,2015,34,22,0.6471,-7.2,0,,,0.1075,0,Miss March Madness,Missed March Madness,True
UTEP,CUSA,2015,33,22,0.6667,-3.7,0,,,0.1068,0,Miss March Madness,Missed March Madness,True
Chattanooga,SC,2015,30,20,0.6667,-4.9,0,,,0.1058,0,Miss March Madness,Missed March Madness,True
George Washington,A10,2015,35,22,0.6286,-2.3,0,,,0.102,0,Miss March Madness,Missed March Madness,True
North Carolina Central,MEAC,2015,30,22,0.7333,-2.4,0,,,0.1016,0,Miss March Madness,Missed March Madness,True
Bowling Green,MAC,2015,32,21,0.6562,-4.2,0,,,0.0975,0,Miss March Madness,Missed March Madness,True
Belmont,OVC,2015,32,21,0.6562,-4.7,1,15.0,R64,0.0974,0,Miss March Madness,Made March Madness,False
Toledo,MAC,2015,33,20,0.6061,-5.1,0,,,0.0884,0,Miss March Madness,Missed March Madness,True
UAB,CUSA,2015,35,19,0.5429,-7.5,1,14.0,R32,0.0828,0,Miss March Madness,Made March Madness,False
Connecticut,Amer,2015,35,20,0.5714,-3.3,0,,,0.0813,0,Miss March Madness,Missed March Madness,True
Hawaii,BW,2015,33,20,0.6061,-6.2,0,,,0.08,0,Miss March Madness,Missed March Madness,True
Vermont,AE,2015,33,19,0.5758,-9.0,0,,,0.0759,0,Miss March Madness,Missed March Madness,True
Louisiana Monroe,SB,2015,34,20,0.5882,-7.0,0,,,0.0755,0,Miss March Madness,Missed March Madness,True
UC Santa Barbara,BW,2015,31,17,0.5484,-5.2,0,,,0.0743,0,Miss March Madness,Missed March Madness,True
Louisiana Lafayette,SB,2015,33,19,0.5758,-8.2,0,,,0.0708,0,Miss March Madness,Missed March Madness,True
William & Mary,CAA,2015,31,18,0.5806,-5.5,0,,,0.0681,0,Miss March Madness,Missed March Madness,True
Akron,MAC,2015,34,20,0.5882,-6.9,0,,,0.0649,0,Miss March Madness,Missed March Madness,True
Stony Brook,AE,2015,33,21,0.6364,-4.8,0,,,0.0642,0,Miss March Madness,Missed March Madness,True
Bucknell,Pat,2015,33,18,0.5455,-8.4,0,,,0.0627,0,Miss March Madness,Missed March Madness,True
Montana,BSky,2015,31,18,0.5806,-7.1,0,,,0.0622,0,Miss March Madness,Missed March Madness,True
Utah St.,MWC,2015,30,17,0.5667,-6.1,0,,,0.0618,0,Miss March Madness,Missed March Madness,True
Illinois St.,MVC,2015,34,21,0.6176,-2.8,0,,,0.0543,0,Miss March Madness,Missed March Madness,True
Oral Roberts,Sum,2015,32,17,0.5312,-8.4,0,,,0.0516,0,Miss March Madness,Missed March Madness,True
TCU,B12,2015,33,18,0.5455,-2.6,0,,,0.0474,0,Miss March Madness,Missed March Madness,True
Norfolk St.,MEAC,2015,32,18,0.5625,-7.6,0,,,0.046,0,Miss March Madness,Missed March Madness,True
California,P12,2015,33,18,0.5455,-3.4,0,,,0.0433,0,Miss March Madness,Missed March Madness,True
Western Michigan,MAC,2015,32,18,0.5625,-6.0,0,,,0.0419,0,Miss March Madness,Missed March Madness,True
Pittsburgh,ACC,2015,33,18,0.5455,-1.5,0,,,0.0412,0,Miss March Madness,Missed March Madness,True
Mercer,SC,2015,33,17,0.5152,-9.5,0,,,0.04,0,Miss March Madness,Missed March Madness,True
Eastern Michigan,MAC,2015,31,17,0.5484,-6.3,0,,,0.039,0,Miss March Madness,Missed March Madness,True
UNLV,MWC,2015,32,17,0.5312,-5.5,0,,,0.0382,0,Miss March Madness,Missed March Madness,True
Monmouth,MAAC,2015,33,18,0.5455,-9.0,0,,,0.0382,0,Miss March Madness,Missed March Madness,True
New Hampshire,AE,2015,30,17,0.5667,-8.1,0,,,0.0376,0,Miss March Madness,Missed March Madness,True
Winthrop,BSth,2015,29,16,0.5517,-8.9,0,,,0.0374,0,Miss March Madness,Missed March Madness,True
Alabama,SEC,2015,33,18,0.5455,-1.7,0,,,0.0366,0,Miss March Madness,Missed March Madness,True
American,Pat,2015,33,17,0.5152,-10.1,0,,,0.0355,0,Miss March Madness,Missed March Madness,True
NJIT,Ind,2015,29,17,0.5862,-6.2,0,,,0.0343,0,Miss March Madness,Missed March Madness,True
UNC Wilmington,CAA,2015,31,17,0.5484,-6.8,0,,,0.0323,0,Miss March Madness,Missed March Madness,True
Minnesota,B10,2015,32,17,0.5312,-2.4,0,,,0.0319,0,Miss March Madness,Missed March Madness,True
Western Kentucky,CUSA,2015,30,18,0.6,-5.5,0,,,0.0293,0,Miss March Madness,Missed March Madness,True
Alcorn St.,SWAC,2015,30,5,0.1667,-20.6,0,,,0.029,0,Miss March Madness,Missed March Madness,True
Pepperdine,WCC,2015,31,17,0.5484,-3.8,0,,,0.028,0,Miss March Madness,Missed March Madness,True
Cal Poly,BW,2015,27,11,0.4074,-9.0,0,,,0.0269,0,Miss March Madness,Missed March Madness,True
Canisius,MAAC,2015,33,18,0.5455,-9.3,0,,,0.0265,0,Miss March Madness,Missed March Madness,True
St. Bonaventure,A10,2015,31,18,0.5806,-5.4,0,,,0.0262,0,Miss March Madness,Missed March Madness,True
Charleston Southern,BSth,2015,28,16,0.5714,-6.2,0,,,0.0258,0,Miss March Madness,Missed March Madness,True
Incarnate Word,Slnd,2015,25,14,0.56,-6.0,0,,,0.0251,0,Miss March Madness,Missed March Madness,True
Boston University,Pat,2015,29,12,0.4138,-11.9,0,,,0.0242,0,Miss March Madness,Missed March Madness,True
Hampton,MEAC,2015,35,17,0.4857,-12.6,1,16.0,R64,0.0239,0,Miss March Madness,Made March Madness,False
Alabama St.,SWAC,2015,27,17,0.6296,-7.2,0,,,0.0238,0,Miss March Madness,Missed March Madness,True
Middle Tennessee,CUSA,2015,35,18,0.5143,-8.8,0,,,0.0236,0,Miss March Madness,Missed March Madness,True
Florida,SEC,2015,33,16,0.4848,-2.9,0,,,0.0213,0,Miss March Madness,Missed March Madness,True
Florida St.,ACC,2015,33,17,0.5152,-3.3,0,,,0.0208,0,Miss March Madness,Missed March Madness,True
Massachusetts,A10,2015,32,17,0.5312,-4.9,0,,,0.0205,0,Miss March Madness,Missed March Madness,True
Arizona St.,P12,2015,34,18,0.5294,-3.8,0,,,0.0202,0,Miss March Madness,Missed March Madness,True
Cleveland St.,Horz,2015,32,17,0.5312,-6.8,0,,,0.02,0,Miss March Madness,Missed March Madness,True
Gardner Webb,BSth,2015,31,16,0.5161,-7.7,0,,,0.0198,0,Miss March Madness,Missed March Madness,True
Princeton,Ivy,2015,29,15,0.5172,-9.0,0,,,0.0189,0,Miss March Madness,Missed March Madness,True
Bryant,NEC,2015,31,16,0.5161,-10.4,0,,,0.0183,0,Miss March Madness,Missed March Madness,True
Denver,Sum,2015,30,12,0.4,-12.5,0,,,0.0181,0,Miss March Madness,Missed March Madness,True
Weber St.,BSky,2015,28,11,0.3929,-11.9,0,,,0.018,0,Miss March Madness,Missed March Madness,True
Eastern Illinois,OVC,2015,31,16,0.5161,-8.2,0,,,0.0176,0,Miss March Madness,Missed March Madness,True
Seattle,WAC,2015,32,16,0.5,-11.5,0,,,0.0174,0,Miss March Madness,Missed March Madness,True
Washington,P12,2015,31,16,0.5161,-4.6,0,,,0.0171,0,Miss March Madness,Missed March Madness,True
St. Francis PA,NEC,2015,31,15,0.4839,-10.3,0,,,0.0166,0,Miss March Madness,Missed March Madness,True
Memphis,Amer,2015,32,18,0.5625,-5.4,0,,,0.0165,0,Miss March Madness,Missed March Madness,True
Penn St.,B10,2015,34,18,0.5294,-3.6,0,,,0.0162,0,Miss March Madness,Missed March Madness,True
Towson,CAA,2015,31,11,0.3548,-14.5,0,,,0.0159,0,Miss March Madness,Missed March Madness,True
Northern Colorado,BSky,2015,28,13,0.4643,-10.8,0,,,0.0157,0,Miss March Madness,Missed March Madness,True
Michigan,B10,2015,31,15,0.4839,-2.4,0,,,0.0157,0,Miss March Madness,Missed March Madness,True
Portland St.,BSky,2015,27,13,0.4815,-9.9,0,,,0.0142,0,Miss March Madness,Missed March Madness,True
Northern Illinois,MAC,2015,29,13,0.4483,-9.0,0,,,0.0142,0,Miss March Madness,Missed March Madness,True
La Salle,A10,2015,33,17,0.5152,-6.3,0,,,0.0141,0,Miss March Madness,Missed March Madness,True
South Dakota,Sum,2015,31,15,0.4839,-10.7,0,,,0.0139,0,Miss March Madness,Missed March Madness,True
Grand Canyon,WAC,2015,30,15,0.5,-9.7,0,,,0.0138,0,Miss March Madness,Missed March Madness,True
Auburn,SEC,2015,34,14,0.4118,-6.9,0,,,0.0135,0,Miss March Madness,Missed March Madness,True
Holy Cross,Pat,2015,29,13,0.4483,-11.3,0,,,0.0133,0,Miss March Madness,Missed March Madness,True
Saint Peter's,MAAC,2015,34,16,0.4706,-12.8,0,,,0.0132,0,Miss March Madness,Missed March Madness,True
Drexel,CAA,2015,29,11,0.3793,-12.5,0,,,0.013,0,Miss March Madness,Missed March Madness,True
The Citadel,SC,2015,27,8,0.2963,-14.7,0,,,0.0127,0,Miss March Madness,Missed March Madness,True
Mississippi St.,SEC,2015,31,12,0.3871,-9.0,0,,,0.0126,0,Miss March Madness,Missed March Madness,True
IPFW,Sum,2015,28,13,0.4643,-9.2,0,,,0.0124,0,Miss March Madness,Missed March Madness,True
Columbia,Ivy,2015,27,12,0.4444,-9.8,0,,,0.0124,0,Miss March Madness,Missed March Madness,True
Colorado,P12,2015,34,16,0.4706,-5.6,0,,,0.0121,0,Miss March Madness,Missed March Madness,True
Texas Tech,B12,2015,32,13,0.4062,-6.2,0,,,0.0121,0,Miss March Madness,Missed March Madness,True
Fresno St.,MWC,2015,30,13,0.4333,-9.4,0,,,0.0119,0,Miss March Madness,Missed March Madness,True
Brown,Ivy,2015,29,11,0.3793,-12.2,0,,,0.0118,0,Miss March Madness,Missed March Madness,True
Colgate,Pat,2015,32,15,0.4688,-11.4,0,,,0.0113,0,Miss March Madness,Missed March Madness,True
Arkansas Little Rock,SB,2015,30,12,0.4,-13.1,0,,,0.0112,0,Miss March Madness,Missed March Madness,True
Seton Hall,BE,2015,31,16,0.5161,-2.3,0,,,0.0112,0,Miss March Madness,Missed March Madness,True
Washington St.,P12,2015,31,13,0.4194,-6.8,0,,,0.0112,0,Miss March Madness,Missed March Madness,True
