TEAM,CONF,YEAR,G,W,WIN_RATE,WAB,MADE_TOURNAMENT,SEED,POSTSEASON,Predicted_Tournament_Probability,Predicted_Made_Tournament,Prediction,Actual,Correct
Nevada,MWC,2014,32,15,0.4688,-7.5,0,,,0.0124,0,Miss March Madness,Missed March Madness,True
UC Davis,BW,2014,29,7,0.2414,-16.4,0,,,0.0122,0,Miss March Madness,Missed March Madness,True
Maryland,ACC,2014,32,17,0.5312,-1.5,0,,,0.0122,0,Miss March Madness,Missed March Madness,True
North Dakota,BSky,2014,32,15,0.4688,-10.7,0,,,0.0121,0,Miss March Madness,Missed March Madness,True
Tennessee Tech,OVC,2014,31,15,0.4839,-10.7,0,,,0.0119,0,Miss March Madness,Missed March Madness,True
Evansville,MVC,2014,31,12,0.3871,-10.6,0,,,0.0118,0,Miss March Madness,Missed March Madness,True
Eastern Washington,BSky,2014,29,13,0.4483,-10.7,0,,,0.0117,0,Miss March Madness,Missed March Madness,True
Youngstown St.,Horz,2014,29,12,0.4138,-10.3,0,,,0.0117,0,Miss March Madness,Missed March Madness,True
Boston College,ACC,2014,31,7,0.2258,-10.0,0,,,0.0117,0,Miss March Madness,Missed March Madness,True
Idaho St.,BSky,2014,27,9,0.3333,-13.4,0,,,0.0116,0,Miss March Madness,Missed March Madness,True
North Carolina A&T,MEAC,2014,31,8,0.2581,-17.9,0,,,0.0113,0,Miss March Madness,Missed March Madness,True
Jacksonville St.,OVC,2014,29,8,0.2759,-15.8,0,,,0.0112,0,Miss March Madness,Missed March Madness,True
UNC Asheville,BSth,2014,29,14,0.4828,-9.8,0,,,0.0112,0,Miss March Madness,Missed March Madness,True
Chattanooga,SC,2014,30,15,0.5,-9.7,0,,,0.0111,0,Miss March Madness,Missed March Madness,True
Coppin St.,MEAC,2014,31,11,0.3548,-13.8,0,,,0.011,0,Miss March Madness,Missed March Madness,True
La Salle,A10,2014,31,15,0.4839,-5.2,0,,,0.011,0,Miss March Madness,Missed March Madness,True
IUPUI,Sum,2014,29,3,0.1034,-19.8,0,,,0.0109,0,Miss March Madness,Missed March Madness,True
Cal St. Fullerton,BW,2014,31,11,0.3548,-13.8,0,,,0.0108,0,Miss March Madness,Missed March Madness,True
Butler,BE,2014,30,13,0.4333,-5.6,0,,,0.0107,0,Miss March Madness,Missed March Madness,True
Chicago St.,WAC,2014,30,11,0.3667,-12.6,0,,,0.0106,0,Miss March Madness,Missed March Madness,True
Hofstra,CAA,2014,33,10,0.303,-16.0,0,,,0.0104,0,Miss March Madness,Missed March Madness,True
Fairleigh Dickinson,NEC,2014,29,9,0.3103,-14.0,0,,,0.0104,0,Miss March Madness,Missed March Madness,True
Southern,SWAC,2014,29,16,0.5517,-7.3,0,,,0.0103,0,Miss March Madness,Missed March Madness,True
Northern Kentucky,ASun,2014,30,9,0.3,-16.1,0,,,0.0102,0,Miss March Madness,Missed March Madness,True
Central Michigan,MAC,2014,29,8,0.2759,-15.8,0,,,0.0101,0,Miss March Madness,Missed March Madness,True
Notre Dame,ACC,2014,32,15,0.4688,-4.6,0,,,0.01,0,Miss March Madness,Missed March Madness,True
Tennessee Martin,OVC,2014,29,6,0.2069,-17.5,0,,,0.01,0,Miss March Madness,Missed March Madness,True
Loyola Marymount,WCC,2014,31,12,0.3871,-9.3,0,,,0.0099,0,Miss March Madness,Missed March Madness,True
Sacred Heart,NEC,2014,31,5,0.1613,-21.2,0,,,0.0099,0,Miss March Madness,Missed March Madness,True
Abilene Christian,Slnd,2014,21,2,0.0952,-14.1,0,,,0.0098,0,Miss March Madness,Missed March Madness,True
Lafayette,Pat,2014,30,10,0.3333,-13.7,0,,,0.0096,0,Miss March Madness,Missed March Madness,True
Lehigh,Pat,2014,32,14,0.4375,-11.5,0,,,0.0096,0,Miss March Madness,Missed March Madness,True
Purdue,B10,2014,31,14,0.4516,-3.8,0,,,0.0095,0,Miss March Madness,Missed March Madness,True
Colgate,Pat,2014,30,12,0.4,-12.1,0,,,0.0095,0,Miss March Madness,Missed March Madness,True
Fordham,A10,2014,31,10,0.3226,-10.3,0,,,0.0095,0,Miss March Madness,Missed March Madness,True
Saint Peter's,MAAC,2014,31,14,0.4516,-11.1,0,,,0.0094,0,Miss March Madness,Missed March Madness,True
UNC Wilmington,CAA,2014,30,7,0.2333,-15.9,0,,,0.0094,0,Miss March Madness,Missed March Madness,True
Cal St. Bakersfield,WAC,2014,31,12,0.3871,-14.3,0,,,0.0093,0,Miss March Madness,Missed March Madness,True
Mississippi Valley St.,SWAC,2014,29,6,0.2069,-18.1,0,,,0.0092,0,Miss March Madness,Missed March Madness,True
UT Rio Grande Valley,WAC,2014,31,8,0.2581,-18.1,0,,,0.0092,0,Miss March Madness,Missed March Madness,True
Mississippi St.,SEC,2014,33,14,0.4242,-9.0,0,,,0.0091,0,Miss March Madness,Missed March Madness,True
UC Riverside,BW,2014,29,8,0.2759,-15.7,0,,,0.0091,0,Miss March Madness,Missed March Madness,True
Rhode Island,A10,2014,31,14,0.4516,-6.2,0,,,0.0091,0,Miss March Madness,Missed March Madness,True
High Point,BSth,2014,29,14,0.4828,-8.8,0,,,0.009,0,Miss March Madness,Missed March Madness,True
Temple,Amer,2014,31,9,0.2903,-10.5,0,,,0.009,0,Miss March Madness,Missed March Madness,True
Florida A&M,MEAC,2014,30,12,0.4,-13.6,0,,,0.009,0,Miss March Madness,Missed March Madness,True
Central Arkansas,Slnd,2014,27,6,0.2222,-16.5,0,,,0.009,0,Miss March Madness,Missed March Madness,True
Southeastern Louisiana,Slnd,2014,28,10,0.3571,-14.0,0,,,0.009,0,Miss March Madness,Missed March Madness,True
Troy,SB,2014,29,9,0.3103,-14.2,0,,,0.0089,0,Miss March Madness,Missed March Madness,True
Gardner Webb,BSth,2014,30,15,0.5,-9.9,0,,,0.0088,0,Miss March Madness,Missed March Madness,True
Dartmouth,Ivy,2014,26,10,0.3846,-10.4,0,,,0.0088,0,Miss March Madness,Missed March Madness,True
South Florida,Amer,2014,32,12,0.375,-9.6,0,,,0.0087,0,Miss March Madness,Missed March Madness,True
Pepperdine,WCC,2014,30,14,0.4667,-7.5,0,,,0.0087,0,Miss March Madness,Missed March Madness,True
Northern Iowa,MVC,2014,30,15,0.5,-6.1,0,,,0.0084,0,Miss March Madness,Missed March Madness,True
Bethune Cookman,MEAC,2014,30,5,0.1667,-20.5,0,,,0.0083,0,Miss March Madness,Missed March Madness,True
Northwestern,B10,2014,33,14,0.4242,-4.2,0,,,0.0083,0,Miss March Madness,Missed March Madness,True
Western Illinois,Sum,2014,27,7,0.2593,-14.4,0,,,0.0083,0,Miss March Madness,Missed March Madness,True
Northwestern St.,Slnd,2014,29,15,0.5172,-7.4,0,,,0.0082,0,Miss March Madness,Missed March Madness,True
East Carolina,CUSA,2014,30,13,0.4333,-9.9,0,,,0.0081,0,Miss March Madness,Missed March Madness,True
Eastern Illinois,OVC,2014,27,9,0.3333,-13.7,0,,,0.0079,0,Miss March Madness,Missed March Madness,True
Alabama,SEC,2014,31,12,0.3871,-6.1,0,,,0.0079,0,Miss March Madness,Missed March Madness,True
Loyola MD,Pat,2014,28,9,0.3214,-12.9,0,,,0.0079,0,Miss March Madness,Missed March Madness,True
Arkansas Little Rock,SB,2014,30,13,0.4333,-9.4,0,,,0.0079,0,Miss March Madness,Missed March Madness,True
Tennessee St.,OVC,2014,29,4,0.1379,-18.2,0,,,0.0078,0,Miss March Madness,Missed March Madness,True
Washington St.,P12,2014,30,9,0.3,-9.3,0,,,0.0078,0,Miss March Madness,Missed March Madness,True
SIU Edwardsville,OVC,2014,29,9,0.3103,-15.5,0,,,0.0078,0,Miss March Madness,Missed March Madness,True
Nebraska Omaha,Sum,2014,29,14,0.4828,-8.0,0,,,0.0077,0,Miss March Madness,Missed March Madness,True
Marshall,CUSA,2014,31,9,0.2903,-15.1,0,,,0.0077,0,Miss March Madness,Missed March Madness,True
USC,P12,2014,31,10,0.3226,-8.7,0,,,0.0077,0,Miss March Madness,Missed March Madness,True
Maryland Eastern Shore,MEAC,2014,28,5,0.1786,-18.7,0,,,0.0075,0,Miss March Madness,Missed March Madness,True
Furman,SC,2014,27,7,0.2593,-16.0,0,,,0.0075,0,Miss March Madness,Missed March Madness,True
Binghamton,AE,2014,30,7,0.2333,-18.0,0,,,0.0075,0,Miss March Madness,Missed March Madness,True
UMass Lowell,AE,2014,27,9,0.3333,-12.4,0,,,0.0075,0,Miss March Madness,Missed March Madness,True
UT Arlington,SB,2014,29,13,0.4483,-9.2,0,,,0.0075,0,Miss March Madness,Missed March Madness,True
Nicholls St.,Slnd,2014,28,13,0.4643,-10.4,0,,,0.0075,0,Miss March Madness,Missed March Madness,True
Marist,MAAC,2014,31,12,0.3871,-12.2,0,,,0.0074,0,Miss March Madness,Missed March Madness,True
Morgan St.,MEAC,2014,31,15,0.4839,-10.1,0,,,0.0074,0,Miss March Madness,Missed March Madness,True
DePaul,BE,2014,33,12,0.3636,-7.6,0,,,0.0074,0,Miss March Madness,Missed March Madness,True
Jacksonville,ASun,2014,28,10,0.3571,-12.8,0,,,0.0074,0,Miss March Madness,Missed March Madness,True
Louisiana Monroe,SB,2014,26,9,0.3462,-10.2,0,,,0.0073,0,Miss March Madness,Missed March Madness,True
Army,Pat,2014,30,14,0.4667,-10.6,0,,,0.0073,0,Miss March Madness,Missed March Madness,True
Samford,SC,2014,30,10,0.3333,-15.3,0,,,0.0072,0,Miss March Madness,Missed March Madness,True
Illinois Chicago,Horz,2014,29,4,0.1379,-18.3,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
Montana St.,BSky,2014,29,12,0.4138,-13.2,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
Penn,Ivy,2014,28,8,0.2857,-12.9,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
Texas St.,SB,2014,29,6,0.2069,-16.5,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
South Alabama,SB,2014,28,8,0.2857,-13.3,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
Jackson St.,SWAC,2014,31,11,0.3548,-15.3,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
Arkansas Pine Bluff,SWAC,2014,29,11,0.3793,-12.0,0,,,0.007,0,Miss March Madness,Missed March Madness,True
Southern Utah,BSky,2014,28,1,0.0357,-21.9,0,,,0.007,0,Miss March Madness,Missed March Madness,True
Virginia Tech,ACC,2014,31,9,0.2903,-10.1,0,,,0.007,0,Miss March Madness,Missed March Madness,True
Grambling St.,SWAC,2014,27,4,0.1481,-19.3,0,,,0.0069,0,Miss March Madness,Missed March Madness,True
Prairie View A&M,SWAC,2014,33,10,0.303,-17.2,0,,,0.0069,0,Miss March Madness,Missed March Madness,True
Long Beach St.,BW,2014,30,13,0.4333,-7.9,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
Georgia Tech,ACC,2014,33,16,0.4848,-4.5,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
Stetson,ASun,2014,30,7,0.2333,-18.2,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
Detroit,Horz,2014,30,11,0.3667,-11.8,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
Appalachian St.,SC,2014,26,5,0.1923,-16.5,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
Monmouth,MAAC,2014,32,11,0.3438,-14.7,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
Houston Baptist,Slnd,2014,29,4,0.1379,-19.7,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
George Mason,A10,2014,31,11,0.3548,-9.4,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
FIU,CUSA,2014,28,13,0.4643,-8.8,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
Navy,Pat,2014,29,8,0.2759,-15.8,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
Texas Tech,B12,2014,32,14,0.4375,-3.8,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
North Texas,CUSA,2014,30,14,0.4667,-9.5,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
San Jose St.,MWC,2014,29,5,0.1724,-15.3,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
NJIT,ind,2014,25,9,0.36,-12.4,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
LIU Brooklyn,NEC,2014,29,9,0.3103,-15.2,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
UMBC,AE,2014,28,8,0.2857,-15.2,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
UMKC,WAC,2014,29,10,0.3448,-12.9,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Northern Arizona,BSky,2014,31,14,0.4516,-12.0,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Georgia Southern,SC,2014,31,12,0.3871,-14.5,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Kennesaw St.,ASun,2014,29,4,0.1379,-19.8,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Air Force,MWC,2014,28,10,0.3571,-10.7,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Ball St.,MAC,2014,28,3,0.1071,-17.9,0,,,0.0065,0,Miss March Madness,Missed March Madness,True
Lamar,Slnd,2014,30,4,0.1333,-21.2,0,,,0.0065,0,Miss March Madness,Missed March Madness,True
College of Charleston,CAA,2014,31,13,0.4194,-11.6,0,,,0.0064,0,Miss March Madness,Missed March Madness,True
South Dakota,Sum,2014,27,9,0.3333,-11.8,0,,,0.0064,0,Miss March Madness,Missed March Madness,True
Alabama A&M,SWAC,2014,28,12,0.4286,-12.4,0,,,0.0064,0,Miss March Madness,Missed March Madness,True
Southern Illinois,MVC,2014,32,13,0.4062,-11.0,0,,,0.0064,0,Miss March Madness,Missed March Madness,True
New Hampshire,AE,2014,29,5,0.1724,-19.3,0,,,0.0063,0,Miss March Madness,Missed March Madness,True
Brown,Ivy,2014,28,14,0.5,-7.6,0,,,0.0063,0,Miss March Madness,Missed March Madness,True
North Florida,ASun,2014,30,14,0.4667,-8.9,0,,,0.0063,0,Miss March Madness,Missed March Madness,True
UNC Greensboro,SC,2014,29,11,0.3793,-13.2,0,,,0.0062,0,Miss March Madness,Missed March Madness,True
Campbell,BSth,2014,28,9,0.3214,-14.8,0,,,0.0062,0,Miss March Madness,Missed March Madness,True
Fairfield,MAAC,2014,32,7,0.2188,-17.5,0,,,0.0062,0,Miss March Madness,Missed March Madness,True
South Carolina St.,MEAC,2014,28,7,0.25,-16.0,0,,,0.0062,0,Miss March Madness,Missed March Madness,True
Seattle,WAC,2014,28,11,0.3929,-12.4,0,,,0.0061,0,Miss March Madness,Missed March Madness,True
Central Connecticut,NEC,2014,29,10,0.3448,-14.6,0,,,0.006,0,Miss March Madness,Missed March Madness,True
Kent St.,MAC,2014,31,15,0.4839,-10.1,0,,,0.006,0,Miss March Madness,Missed March Madness,True
Florida Atlantic,CUSA,2014,30,8,0.2667,-15.1,0,,,0.006,0,Miss March Madness,Missed March Madness,True
Savannah St.,MEAC,2014,30,11,0.3667,-12.5,0,,,0.0059,0,Miss March Madness,Missed March Madness,True
The Citadel,SC,2014,29,4,0.1379,-20.1,0,,,0.0059,0,Miss March Madness,Missed March Madness,True
Rutgers,Amer,2014,32,11,0.3438,-9.9,0,,,0.0059,0,Miss March Madness,Missed March Madness,True
Drake,MVC,2014,30,14,0.4667,-8.3,0,,,0.0058,0,Miss March Madness,Missed March Madness,True
Miami OH,MAC,2014,30,13,0.4333,-10.2,0,,,0.0058,0,Miss March Madness,Missed March Madness,True
Liberty,BSth,2014,29,8,0.2759,-16.7,0,,,0.0058,0,Miss March Madness,Missed March Madness,True
UCF,Amer,2014,29,11,0.3793,-7.7,0,,,0.0058,0,Miss March Madness,Missed March Madness,True
Presbyterian,BSth,2014,30,4,0.1333,-21.7,0,,,0.0057,0,Miss March Madness,Missed March Madness,True
Auburn,SEC,2014,30,14,0.4667,-5.4,0,,,0.0057,0,Miss March Madness,Missed March Madness,True
Bradley,MVC,2014,32,12,0.375,-12.6,0,,,0.0056,0,Miss March Madness,Missed March Madness,True
Rice,CUSA,2014,28,5,0.1786,-16.3,0,,,0.0056,0,Miss March Madness,Missed March Madness,True
Vanderbilt,SEC,2014,31,15,0.4839,-4.6,0,,,0.0056,0,Miss March Madness,Missed March Madness,True
Loyola Chicago,MVC,2014,31,9,0.2903,-15.4,0,,,0.0055,0,Miss March Madness,Missed March Madness,True
Cornell,Ivy,2014,27,1,0.037,-18.5,0,,,0.0055,0,Miss March Madness,Missed March Madness,True
McNeese St.,Slnd,2014,29,9,0.3103,-12.6,0,,,0.0054,0,Miss March Madness,Missed March Madness,True
Longwood,BSth,2014,28,4,0.1429,-19.0,0,,,0.0054,0,Miss March Madness,Missed March Madness,True
Bowling Green,MAC,2014,31,11,0.3548,-12.7,0,,,0.0053,0,Miss March Madness,Missed March Madness,True
Maine,AE,2014,28,5,0.1786,-17.7,0,,,0.0041,0,Miss March Madness,Missed March Madness,True
Gonzaga,WCC,2013,34,31,0.9118,7.6,1,1.0,R32,0.9919,1,Make March Madness,Made March Madness,True
Indiana,B10,2013,36,29,0.8056,7.8,1,1.0,S16,0.9884,1,Make March Madness,Made March Madness,True
New Mexico,MWC,2013,35,29,0.8286,6.9,1,3.0,R64,0.9877,1,Make March Madness,Made March Madness,True
Duke,ACC,2013,36,30,0.8333,7.5,1,2.0,E8,0.9873,1,Make March Madness,Made March Madness,True
Miami FL,ACC,2013,36,29,0.8056,6.3,1,2.0,S16,0.9862,1,Make March Madness,Made March Madness,True
Notre Dame,BE,2013,35,25,0.7143,3.9,1,7.0,R64,0.9854,1,Make March Madness,Made March Madness,True
Florida,SEC,2013,37,29,0.7838,4.1,1,3.0,E8,0.9842,1,Make March Madness,Made March Madness,True
North Carolina St.,ACC,2013,35,24,0.6857,2.2,1,8.0,R64,0.982,1,Make March Madness,Made March Madness,True
Saint Louis,A10,2013,35,28,0.8,3.8,1,4.0,R32,0.9819,1,Make March Madness,Made March Madness,True
Minnesota,B10,2013,34,21,0.6176,2.1,1,11.0,R32,0.9815,1,Make March Madness,Made March Madness,True
Ohio St.,B10,2013,37,29,0.7838,7.2,1,2.0,E8,0.9805,1,Make March Madness,Made March Madness,True
Michigan,B10,2013,38,30,0.7895,6.2,1,4.0,2ND,0.9804,1,Make March Madness,Made March Madness,True
Louisville,BE,2013,40,35,0.875,9.0,1,1.0,Champions,0.9799,1,Make March Madness,Made March Madness,True
Wisconsin,B10,2013,35,23,0.6571,4.6,1,5.0,R64,0.9782,1,Make March Madness,Made March Madness,True
Pittsburgh,BE,2013,33,24,0.7273,3.1,1,8.0,R64,0.9771,1,Make March Madness,Made March Madness,True
Kansas St.,B12,2013,34,26,0.7647,5.4,1,4.0,R64,0.9765,1,Make March Madness,Made March Madness,True
Arizona,P12,2013,35,27,0.7714,4.6,1,6.0,S16,0.9749,1,Make March Madness,Made March Madness,True
Oklahoma St.,B12,2013,33,24,0.7273,3.2,1,5.0,R64,0.9748,1,Make March Madness,Made March Madness,True
Saint Mary's,WCC,2013,34,27,0.7941,2.5,1,11.0,R64,0.9744,1,Make March Madness,Made March Madness,True
Kansas,B12,2013,37,31,0.8378,7.5,1,1.0,S16,0.9743,1,Make March Madness,Made March Madness,True
Oregon,P12,2013,37,28,0.7568,2.9,1,12.0,S16,0.9736,1,Make March Madness,Made March Madness,True
VCU,A10,2013,36,27,0.75,2.6,1,5.0,R32,0.9731,1,Make March Madness,Made March Madness,True
Illinois,B10,2013,34,21,0.6176,2.4,1,7.0,R32,0.9729,1,Make March Madness,Made March Madness,True
North Carolina,ACC,2013,35,24,0.6857,2.5,1,8.0,R32,0.9723,1,Make March Madness,Made March Madness,True
UCLA,P12,2013,35,25,0.7143,3.3,1,6.0,R64,0.9709,1,Make March Madness,Made March Madness,True
Michigan St.,B10,2013,35,26,0.7429,6.7,1,3.0,S16,0.9704,1,Make March Madness,Made March Madness,True
Marquette,BE,2013,35,26,0.7429,4.5,1,3.0,E8,0.9683,1,Make March Madness,Made March Madness,True
Memphis,CUSA,2013,36,31,0.8611,4.5,1,6.0,R32,0.9678,1,Make March Madness,Made March Madness,True
Syracuse,BE,2013,40,30,0.75,5.1,1,4.0,F4,0.9655,1,Make March Madness,Made March Madness,True
Georgetown,BE,2013,32,25,0.7812,6.6,1,2.0,R64,0.9611,1,Make March Madness,Made March Madness,True
Butler,A10,2013,35,26,0.7429,4.7,1,6.0,R32,0.9593,1,Make March Madness,Made March Madness,True
Creighton,MVC,2013,36,28,0.7778,3.5,1,7.0,R32,0.9541,1,Make March Madness,Made March Madness,True
Wichita St.,MVC,2013,39,30,0.7692,2.2,1,9.0,F4,0.9524,1,Make March Madness,Made March Madness,True
Colorado St.,MWC,2013,33,24,0.7273,1.9,1,8.0,R32,0.9438,1,Make March Madness,Made March Madness,True
Iowa St.,B12,2013,35,23,0.6571,0.7,1,10.0,R32,0.9365,1,Make March Madness,Made March Madness,True
Missouri,SEC,2013,34,23,0.6765,1.2,1,9.0,R64,0.8979,1,Make March Madness,Made March Madness,True
Bucknell,Pat,2013,33,27,0.8182,1.0,1,11.0,R64,0.8924,1,Make March Madness,Made March Madness,True
UNLV,MWC,2013,34,24,0.7059,1.8,1,5.0,R64,0.8754,1,Make March Madness,Made March Madness,True
Temple,A10,2013,34,24,0.7059,1.5,1,9.0,R32,0.8644,1,Make March Madness,Made March Madness,True
Mississippi,SEC,2013,36,27,0.75,1.6,1,12.0,R32,0.8612,1,Make March Madness,Made March Madness,True
Middle Tennessee,SB,2013,34,28,0.8235,0.7,1,11.0,R68,0.8528,1,Make March Madness,Made March Madness,True
Cincinnati,BE,2013,34,22,0.6471,1.7,1,10.0,R64,0.8518,1,Make March Madness,Made March Madness,True
Villanova,BE,2013,33,19,0.5758,0.3,1,9.0,R64,0.817,1,Make March Madness,Made March Madness,True
San Diego St.,MWC,2013,32,21,0.6562,0.4,1,7.0,R32,0.8136,1,Make March Madness,Made March Madness,True
La Salle,A10,2013,34,24,0.7059,0.3,1,13.0,S16,0.7983,1,Make March Madness,Made March Madness,True
Oklahoma,B12,2013,32,20,0.625,0.3,1,10.0,R64,0.7954,1,Make March Madness,Made March Madness,True
Colorado,P12,2013,33,21,0.6364,1.4,1,10.0,R64,0.7803,1,Make March Madness,Made March Madness,True
Harvard,Ivy,2013,29,19,0.6552,-2.6,1,14.0,R32,0.7108,1,Make March Madness,Made March Madness,True
Montana,BSky,2013,30,23,0.7667,-1.4,1,13.0,R64,0.7062,1,Make March Madness,Made March Madness,True
LIU Brooklyn,NEC,2013,34,20,0.5882,-8.6,1,16.0,R68,0.6598,1,Make March Madness,Made March Madness,True
New Mexico St.,WAC,2013,34,23,0.6765,-3.1,1,13.0,R64,0.6259,1,Make March Madness,Made March Madness,True
Valparaiso,Horz,2013,33,25,0.7576,-0.8,1,14.0,R64,0.5942,1,Make March Madness,Made March Madness,True
Southern,SWAC,2013,30,20,0.6667,-5.7,1,16.0,R64,0.5883,1,Make March Madness,Made March Madness,True
Akron,MAC,2013,32,25,0.7812,0.3,1,12.0,R64,0.5596,1,Make March Madness,Made March Madness,True
Davidson,SC,2013,33,25,0.7576,-1.4,1,14.0,R64,0.507,1,Make March Madness,Made March Madness,True
California,P12,2013,33,21,0.6364,0.5,1,12.0,R32,0.5047,1,Make March Madness,Made March Madness,True
Robert Morris,NEC,2013,35,24,0.6857,-5.9,0,,,0.4552,0,Miss March Madness,Missed March Madness,True
Albany,AE,2013,35,24,0.6857,-4.5,1,15.0,R64,0.4407,0,Miss March Madness,Made March Madness,False
Belmont,OVC,2013,31,24,0.7742,0.1,1,11.0,R64,0.4282,0,Miss March Madness,Made March Madness,False
Connecticut,BE,2013,30,20,0.6667,1.5,0,,,0.3948,0,Miss March Madness,Missed March Madness,True
Iowa,B10,2013,37,24,0.6486,0.1,0,,,0.3833,0,Miss March Madness,Missed March Madness,True
South Dakota St.,Sum,2013,32,22,0.6875,-3.2,1,13.0,R64,0.3813,0,Miss March Madness,Made March Madness,False
Boise St.,MWC,2013,30,19,0.6333,-0.2,1,13.0,R68,0.3787,0,Miss March Madness,Made March Madness,False
Stephen F. Austin,Slnd,2013,28,23,0.8214,-0.5,0,,,0.3532,0,Miss March Madness,Missed March Madness,True
Vermont,AE,2013,33,21,0.6364,-6.0,0,,,0.3438,0,Miss March Madness,Missed March Madness,True
Pacific,BW,2013,33,20,0.6061,-5.1,1,15.0,R64,0.3319,0,Miss March Madness,Made March Madness,False
Northwestern St.,Slnd,2013,28,19,0.6786,-3.2,1,14.0,R64,0.3139,0,Miss March Madness,Made March Madness,False
Louisiana Tech,WAC,2013,33,26,0.7879,-1.0,0,,,0.2728,0,Miss March Madness,Missed March Madness,True
Baylor,B12,2013,36,22,0.6111,-2.5,0,,,0.2658,0,Miss March Madness,Missed March Madness,True
Southern Miss,CUSA,2013,35,25,0.7143,-0.6,0,,,0.2615,0,Miss March Madness,Missed March Madness,True
Bryant,NEC,2013,31,19,0.6129,-6.4,0,,,0.2406,0,Miss March Madness,Missed March Madness,True
Kentucky,SEC,2013,33,21,0.6364,-0.2,0,,,0.2283,0,Miss March Madness,Missed March Madness,True
Denver,WAC,2013,32,22,0.6875,-2.7,0,,,0.227,0,Miss March Madness,Missed March Madness,True
James Madison,CAA,2013,36,21,0.5833,-8.9,1,16.0,R64,0.2248,0,Miss March Madness,Made March Madness,False
North Carolina Central,MEAC,2013,28,19,0.6786,-5.2,0,,,0.2235,0,Miss March Madness,Missed March Madness,True
Tennessee,SEC,2013,33,20,0.6061,-0.9,0,,,0.2218,0,Miss March Madness,Missed March Madness,True
Massachusetts,A10,2013,33,21,0.6364,-1.0,0,,,0.2184,0,Miss March Madness,Missed March Madness,True
Virginia,ACC,2013,35,23,0.6571,-1.5,0,,,0.2163,0,Miss March Madness,Missed March Madness,True
Lehigh,Pat,2013,30,20,0.6667,-3.4,0,,,0.2133,0,Miss March Madness,Missed March Madness,True
Eastern Kentucky,OVC,2013,33,23,0.697,-4.0,0,,,0.2027,0,Miss March Madness,Missed March Madness,True
Stanford,P12,2013,34,19,0.5588,-2.2,0,,,0.1956,0,Miss March Madness,Missed March Madness,True
Weber St.,BSky,2013,35,28,0.8,-2.7,0,,,0.1927,0,Miss March Madness,Missed March Madness,True
Iona,MAAC,2013,34,20,0.5882,-5.9,1,15.0,R64,0.1915,0,Miss March Madness,Made March Madness,False
Western Illinois,Sum,2013,29,20,0.6897,-4.5,0,,,0.1911,0,Miss March Madness,Missed March Madness,True
BYU,WCC,2013,35,23,0.6571,-2.5,0,,,0.177,0,Miss March Madness,Missed March Madness,True
Richmond,A10,2013,34,19,0.5588,-4.0,0,,,0.1735,0,Miss March Madness,Missed March Madness,True
Stony Brook,AE,2013,32,24,0.75,-2.0,0,,,0.1652,0,Miss March Madness,Missed March Madness,True
Northeastern,CAA,2013,33,20,0.6061,-6.8,0,,,0.165,0,Miss March Madness,Missed March Madness,True
North Dakota St.,Sum,2013,32,22,0.6875,-3.6,0,,,0.1603,0,Miss March Madness,Missed March Madness,True
Western Michigan,MAC,2013,34,21,0.6176,-6.1,0,,,0.1527,0,Miss March Madness,Missed March Madness,True
Florida Gulf Coast,ASun,2013,35,24,0.6857,-4.0,1,15.0,S16,0.152,0,Miss March Madness,Made March Madness,False
Niagara,MAAC,2013,33,19,0.5758,-6.9,0,,,0.1498,0,Miss March Madness,Missed March Madness,True
College of Charleston,SC,2013,34,24,0.7059,-3.8,0,,,0.1495,0,Miss March Madness,Missed March Madness,True
Loyola MD,MAAC,2013,35,23,0.6571,-4.9,0,,,0.1466,0,Miss March Madness,Missed March Madness,True
Charlotte,A10,2013,33,21,0.6364,-1.6,0,,,0.1416,0,Miss March Madness,Missed March Madness,True
